The Verifier - November 2024. Data as of June 4, 2025.
FIPS code,State,Jurisdiction,Registered Voters,Precincts,Voting Location,All Mail Ballot?,Election Day Marking Method,Election Day Tabulation
"4204900000","Pennsylvania","Erie County","183045","149","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4205100000","Pennsylvania","Fayette County","82153","77","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4205300000","Pennsylvania","Forest County","3264","9","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"4205500000","Pennsylvania","Franklin County","104951","73","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4205700000","Pennsylvania","Fulton County","9881","13","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4205900000","Pennsylvania","Greene County","22556","42","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"4206100000","Pennsylvania","Huntingdon County","28728","58","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4206300000","Pennsylvania","Indiana County","51736","69","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4206500000","Pennsylvania","Jefferson County","28805","37","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4206700000","Pennsylvania","Juniata County","14350","18","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4206900000","Pennsylvania","Lackawanna County","150969","163","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4207100000","Pennsylvania","Lancaster County","366015","241","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4207300000","Pennsylvania","Lawrence County","58471","75","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4207500000","Pennsylvania","Lebanon County","95871","60","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4207700000","Pennsylvania","Lehigh County","258762","161","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4207900000","Pennsylvania","Luzerne County","209716","186","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"4208100000","Pennsylvania","Lycoming County","73974","81","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4208300000","Pennsylvania","McKean County","25757","42","Assigned Polling Place","No","Ballot Marking Devices for all voters","BMD/Tabulator",
"4208500000","Pennsylvania","Mercer County","74014","90","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4208700000","Pennsylvania","Mifflin County","27078","26","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4208900000","Pennsylvania","Monroe County","120018","52","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4209100000","Pennsylvania","Montgomery County","632719","426","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4209300000","Pennsylvania","Montour County","12584","15","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4209500000","Pennsylvania","Northampton County","235275","154","Assigned Polling Place","No","Ballot Marking Devices for all voters","BMD/Tabulator",
"4209700000","Pennsylvania","Northumberland County","57043","74","Assigned Polling Place","No","Ballot Marking Devices for all voters","BMD/Tabulator",
"4209900000","Pennsylvania","Perry County","31263","31","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4210100000","Pennsylvania","Philadelphia County","1117359","1703","Assigned Polling Place","No","Ballot Marking Devices for all voters","BMD/Tabulator",
"4210300000","Pennsylvania","Pike County","47182","18","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4210500000","Pennsylvania","Potter County","11272","32","Assigned Polling Place","No","Ballot Marking Devices for all voters","BMD/Tabulator",
"4210700000","Pennsylvania","Schuylkill County","92645","125","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4210900000","Pennsylvania","Snyder County","24143","25","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4211100000","Pennsylvania","Somerset County","49833","68","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4211300000","Pennsylvania","Sullivan County","4572","15","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4211500000","Pennsylvania","Susquehanna County","27730","41","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"4211700000","Pennsylvania","Tioga County","27193","41","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4211900000","Pennsylvania","Union County","27680","27","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"4212100000","Pennsylvania","Venango County","33287","45","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4212300000","Pennsylvania","Warren County","26865","33","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"4212500000","Pennsylvania","Washington County","148830","180","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"4212700000","Pennsylvania","Wayne County","37368","36","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4212900000","Pennsylvania","Westmoreland County","255693","307","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"4213100000","Pennsylvania","Wyoming County","18420","29","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4213300000","Pennsylvania","York County","330772","161","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"7200000000","Puerto Rico","Puerto Rico","1987317","1365","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400105140","Rhode Island","Town of Barrington (Bristol County)","13429","6","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400109280","Rhode Island","Town of Bristol (Bristol County)","15274","8","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400173760","Rhode Island","Town of Warren (Bristol County)","8305","4","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400318640","Rhode Island","Town of Coventry (Kent County)","27263","17","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400322240","Rhode Island","Town of East Greenwich (Kent County)","10914","5","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400374300","Rhode Island","City of Warwick (Kent County)","63536","34","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400377720","Rhode Island","Town of West Greenwich (Kent County)","5254","7","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400378440","Rhode Island","Town of West Warwick (Kent County)","20725","4","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400536820","Rhode Island","Town of Jamestown (Newport County)","4833","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400542400","Rhode Island","Town of Little Compton (Newport County)","3180","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400545460","Rhode Island","Town of Middletown (Newport County)","10861","5","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400549960","Rhode Island","City of Newport (Newport County)","13967","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400557880","Rhode Island","Town of Portsmouth (Newport County)","13987","7","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400570880","Rhode Island","Town of Tiverton (Newport County)","12779","7","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400711800","Rhode Island","Town of Burrillville (Providence County)","12122","6","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400714140","Rhode Island","City of Central Falls (Providence County)","7791","7","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4400719180","Rhode Island","City of Cranston (Providence County)","56785","26","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
